text,label
特別是邊框斜邊拋光部分，,0
已經損了牙籤大小，,0
不知道怎麼弄的，,0
所以擔心受損或者完美主義記得買回來就帶套,0
2.機子雖然容易受損，,0
但比4S堅強很多，,0
朋友同時買得機子，,0
開了LED提醒，,0
來電嚇到家人當場甩出去，,0
後邊框角5*2mm面積撞平了，,0
其他完好無損，,0
提醒大家謹慎開LED提醒,0
3.背後的蘋果LOGO還有IPHONE字樣也是拋光的，,0
我的機子沒事，,0
朋友的已經花了，,0
怎麼擦都擦不了,0
4.螢幕正常使用，,0
沒貼膜，,0
放口袋放包裡，,0
目測無刮痕,0
5.充電時間沒去算，,0
充滿可以用10多個小時，,0
正常wifi+gprs上網打電話,0
6.機子很輕，,0
看了半個月5再去看4S，,0
真的不適應，,0
感覺4S很重螢幕很窄,0
感覺4S很重螢幕很窄,2
7.Siri的粵語跟普通話辨認都不錯，,1
就是沒廣告上的反應那麼快,2
8.勿擾模式很不錯，,1
休眠情況可以拒絕對方二次來電？,0
試了電話打不進來,0
9.外觀上，,0
因為本人不喜歡黑色版的，,0
故選擇了白色的，,0
感覺很有高雅貴族氣息（非裝逼，只是這麼覺得）,0
邊框的損耗問題，,0
也不是說非常容易擦花，,0
但是我是裸奔的，,0
也是輕拿輕放，,0
但還是背面左下角有了個非常不明顯的傷痕（個人感覺邊框有點鋒利，因此有些許碰撞的話有可能導致刮花，下面圖片會指出）,0
10.硬體上，,1
使用起來確實是比4s要快，,0
非常的流暢！,0
螢幕的色彩顯示要比4s好上很多，,1
非常好看,0
攝像頭就沒感覺有提升多少，,1
不過還是非常優秀的,0
不得不說一下配的那個什麼pod的新款耳機，,2
真的有點失望了，,0
可能太期待它的音質效果了，,0
戴上去也算不上很舒適，,0
反而覺得很迷你，,0
音質感覺還是沒有什麼提升啊，,2
甚至還感覺比不上4s那耳機,0
11.系統上，,0
我不知道是自己太容易滿足還是大家要求太高，,0
我覺得ios6真的是很不錯,1
不得不說的是電量！,1
真的是最佳化得很好，,0
我連續用了3、4個小時，,0
有玩遊戲，,0
上網，,0
下載東西，,0
聽歌等等，,0
還剩百分之五十多,0
換作以前的4s這個使用量頂多就只剩百分之三十了,0
一般使用一天一充或者一天半一充是完全沒有問題的,0
還有passbook，,1
非常的方便和實惠，,0
這個要大家體驗了，,0
其他的話地圖沒什麼感覺，,0
不是太好，,0
也不是大家噴的那麼差，,0
反正中國內使用我覺得可以了，,0
但是不要衛星模式就好了,0
聯想K860入手3天感受_一週後問題~,0
本人是10月10日半夜蹲點官網訂的，,0
折騰到半夜2點才訂到，,0
著實費了不少勁！~,0
1、外觀：買之前曾看評論，,0
有人說設計的不好看，,0
但不管別人怎麼說，,0
我覺得K860真的很大氣，,0
商務範十足，,0
又不顯得過於死板，,0
有時尚氣息（YY一下，如果有白色版就完美了~）；,0
不過機身上的幾個按鍵的設計本人並不喜歡，,2
那麼大的機身按鍵那麼小，,0
按起來忒費勁了，,0
尤其是頂部的開關鍵，,2
太小太淺，,0
按起來不舒服；,0
另外，,0
機身介面有點少，,2
希望以後的設計能加入TF卡（SD卡更好）熱插拔口、HDMI和USB3.0口（未來的設計方向啊）；,0
2、硬體：大猩猩屏+AHIPS看著用著都舒服；,1
四核CPU沒有一點卡頓，,0
也沒有執行程式出錯的情況出現，,0
贊！~,0
（話說我以前的三星I9100還經常卡頓和程式出錯退出呢~）；,0
800萬攝像頭一般，,2
雖說超級相機2.0功能比較多，,0
但跟我以前的三星I9100比差距還是很明顯，,0
手機第一天到手我就拿來拍一場演出，,0
結果拍出來舞臺一片白光，,0
什麼都看不見，,0
所以有機拍照只是噱頭而已，,0
白天天氣好時拍拍還行；,0
3、應用體驗：經過最佳化的安卓4.0系統體驗非常好，,1
就像上面說的操作很順滑，,1
無卡頓，,0
也無程式出錯，,0
如果螢幕底部能加上安卓四大天王就完美了~；,0
高畫質影片非常流暢；,1
聯想自帶的應用能滿足絕大多數需要，,0
而且還有很多人性化的細節，,1
這裡就不一一說了，,0
誰用誰知道~嘿嘿~；,0
美中不足的是，,0
玩水果忍者時，,0
切水果的準確度還不行，,0
而且還是會有些許斷續，,0
不夠順滑，,0
無法與IPHONE和三星媲美（畢竟只有2K啊，不能拿4K要求它）；,0
玩狂野飆車時，,0
操作也不夠準確，,2
影響遊戲體驗，,0
可能沒有陀螺儀的原因吧（純屬瞎猜）；,0
喜歡玩遊戲的機油要注意哦！~,0
4、待機：本人不經常接打電話，,0
偶爾發發簡訊，,0
上上網，,0
一般1.5~2天吧~,0
要是玩遊戲只能1小時左右吧，,0
還是挺費電的~,0
5、總結：總體來說非常好，,0
價效比非常高，,1
非常超值，,0
LP同事都說好！~,0
三星 GALAXY Note II入手過程及三天的感受。。。 ,0
入手N7100原因:,0
1、由於本人主機一直是IP4聯通的合約機，,0
使用快2年了，,0
越來越受不了IP4的聽筒音量，,2
相對於我LP的4S那叫一個小啊，,0
在室外嘈雜的地方基本要按在耳朵上聽，,0
帶著耳機又麻煩。,0
所以想換掉IP4；,0
2、嚴重的審美疲勞，,0
不說大街上到處都是IP了，,0
自己看著自己的IP也都心煩了；,0
3、系統不斷升級，,0
IP4越來越力不從心了，,2
比起4S真的感覺慢了好多，,0
尤其是越獄之後，,0
各種外掛導致使用速度緩慢，,0
最後只安裝了百度輸入法和KuaiDial等基本使用軟體，,0
連美化都不做了；,0
4、嚴重感覺系統封閉對於使用的不便利，,0
尤其是我經常會使用各種文件，,0
匯入手機很麻煩，,0
也許是我沒有那麼好的耐心了；,0
5、對IP5和IOS6比較嚴重的失望，,2
沒有太大的亮點來吸引我。,0
綜上幾點，,0
本人真心想換個手機，,0
當初想用I9220，,0
周圍幾個朋友和同事都入手了，,0
但是總是覺得系統和UI不是很好，,2
但是總是覺得系統和UI不是很好，,2
並且自己不喜歡note不標準的解析度，,2
所以一直沒有入手。,0
後來看到S3，,0
真心覺得眼前一亮，,0
可是1G的RAM又感覺不給力，,2
韓版總是會存在問題，,0
所以一直在猶豫中……,0
直到NOTEⅡ的釋出。,0
1、在系統的操作上沒有感覺比IP差，,1
滑動的流暢性上面幾乎看不出來，,0
覺得還是CPU和記憶體給力，,1
覺得還是CPU和記憶體給力，,1
當然4.11的也佔了很大的原因，,0
遊戲麼，,2
就不想太多了，,0
跟IOS的自然沒法比；,0
2、螢幕確實有點灰濛濛的感覺，,2
不像I9100那樣豔麗，,0
論壇裡的高手有說這個是程式的問題，,0
不知道是不是以後會升級解決；,0
"3、使用的便利性上要遠遠超過IP,",1
雖然這個大家都知道，,0
而且我也用過小米等手機，,0
但是此時真的感覺方便啊；,0
4、昨天手機提示升級，,2
透過WIFI直接完成升級，,0
本以為是解決灰濛濛和增加多工視窗的，,0
結果不是，,0
有點失望；,0
5、電池很給力，,1
早上一個小時的3G上網，,0
掉了7個點的電量，,0
比我換過電池的IP4不知道強了多少啊；,0
6、訊號不錯，,1
在我位置上打電話很好，,0
不會掉線，,0
而IP4因為眾所周知的原因，,0
不能在我的位置上打電話；,0
7、跟同事的S3螢幕比較，,2
感覺沒有S3的豔麗和清晰，,0
不知道是不是我的眼睛有問題；,0
8、自己回家把作為副機的IP4拿出來，,0
突然嚇了一跳，,0
怎麼這麼小啊，,0
真的，,0
沒有誇張。,0
9、不想ROOT了，,0
尤其現在都是線刷，,0
只想卡刷，,0
並且本身2G的RAM，,0
真的不影響使用，,0
只是開機自動執行那麼多軟體，,0
心裡會有點不舒服。,0
總之，,0
這是個沒有讓我失望的手機，,0
無論訊號，語音、螢幕，,0
還是一直不讓我喜歡的安卓的流暢性都能滿足我的需求。,0
應該說，,0
你買了它不會後悔，,0
但是你要想好了，,0
有可能你不會適應小螢幕的手機了。,0
 三星I9220入手感受 順便和9100對比 ,0
之前用的是三星9100因此今天簡單的說說使用感受順便對比下9100。,0
優點：,0
三星的螢幕向來效果出眾，,1
這個不用贅述。,0
依舊獵戶座處理器，,0
非常興奮，,0
不知道是和蓋世兔一樣的4210還是新一代4212，,0
當然希望是後者XD。,0
缺點：尺寸是有點大，,2
我覺得4.3-4.65的比較好吧，,0
還有就是擔心SA屏的pentile問題，,0
現在也沒有明確說是不是新一代SA屏啊。。,0
外觀：外觀還行，,0
中規中矩，,0
做工稱得上工整，,1
藍色後蓋在商務中有點跳躍，,0
但亮點也不是很多，,0
至少和9100比沒什麼領袖氣質。,0
最大的賣點手寫筆手感還好，,1
寫出的筆記還能轉換為文字，,0
不錯。,0
另外老婆畫了點畫，,0
有興趣的看看。,0
特色：當多媒體工具使用感覺很爽，,1
上網藉助於高解析度，,0
終於不用拖來拖去了，,0
具體看圖。,0
看電影也相當爽，,1
沒有任何卡頓。,0
比9100強兩個檔次吧。,0
電話：當電話使用，,0
只有一個字，,0
大，,0
兩個字，,0
太大。,0
簡單說大的不能很好的很正常當手機使用了，,0
本人175高，,0
單手太困難了，,0
感覺單手操作的人至少應該190以上吧。,0
通話及訊號還算可以，,0
通話及訊號還算可以，,0
用著一切正常。,0
顯示：9220螢幕顏色來講要比9100差一些，,2
具體說就是對比度差，,2
顏色發白，,2
螢幕可調最暗的情況比9100亮，,0
最亮的情況下比9100暗，,0
看來9100那個plus還不是白叫的。,0
但是顆粒感我覺得還是比9100小，,1
顯示效果不錯，,1
不像有些人說的顆粒感沒法看。,0
電池：續航能力上，,1
個人認為，,0
智慧機中，,0
這一款算是最好的了，,0
這款機器，,0
每天看2個小時電子書，,0
上下網，,0
原裝電池最少能用兩天，,1
很強大了已經，,0
尤其是對應這個手機的超大螢幕。,0
硬體：按超級兔子跑分，,0
9100刷了o大的最佳化rom才6100多，,0
9220升級2.3.6後隨意就是6500多。,0
但是實際使用中9100要比9220快很多、流暢很多，,0
體現在上網、縮放、照片縮放等多方面，,0
不是說9220不順暢，,0
只是和9100比感覺慢半拍和沒那麼順滑。,0
軟體：軟體相容性上面有些不爽，,2
墨跡天氣和有些軟體用不了，,0
但估計以後都會相容的，,0
畢竟以後都是高解析度的大屏了。,0
配件：和9100差不多，,0
耳機上多了個聲音大小調節，,1
算是個升級吧，,0
方便不少。,0
雜七雜八的說了這麼多，,0
希望這些感受能給大家一點幫助。,0
欣喜之後仍然要歸於平淡，,0
灑家繼續看書去也，,0
用俺的大牛。,0
剛入手y400還是很開心的，,0
首先不得不說這是一款價效比非常不錯的低端智慧機。,1
感覺高通入門級雙核cup表現還是不錯的，,1
安兔兔跑分6000多。,0
我是加配件一起700多到x寶上買的，,0
用了段時間個方面還是很滿意的。,0
入手以手機的原因關鍵是便宜，,0
該有的功能都有而且手感也還不錯。,1
  當時買是一塊電池，,0
實在是不方便，,0
於是最近又去x寶上淘了款電池。,0
D.seven賽文的品牌電池，,0
主要是看中了它的價效比（買了這款手機也是因為這原因哦）。,0
還有就是感覺手機就一個藍色不太好，,0
沒有閃光燈和不能對焦有那麼點坑爹。。,2
沒有閃光燈和不能對焦有那麼點坑爹。。,2
不過6.700能買到這樣的手機還是挺不錯的了。。,0
總的來說是一款價效比很高的雙核雙卡雙待聯通3G手機。,1
要求不高的值得入手啊。,0
效能超出你的期待。。,1
入手i9300已經快一個月了，,0
現在和大家說說感受吧。,0
對於智慧機我現在的要求是：,0
外觀、效能、UI的人性化、電池續航、軟體/遊戲的相容性，,0
在四核機中本人在ONEX和S3之間猶豫了很久，,0
也關注了很久，,0
在看到真機前，,0
我是比較傾向於ONEX的，,0
僅僅因為外觀。,0
到昨天看了S3的白色真機（藍色就覺得沒那麼好看了），,0
完全沒有了我之前看圖片導致潛意識中的所謂“難看”，,0
至少本人覺得外觀比ONEX好看，,1
因為正面白色的機身直接連線螢幕的感覺我認為比ONEX正面白色機身還要過渡個黑框才到螢幕的感覺好。,0
言歸正傳，,0
S3的確符合了我上述的要求了：,0
1：外觀，,1
剛才都說了，,0
看到真機後打破了我的最後一道心理屏障，,0
而且越看越好看，,0
到手了你就知道了，,0
黑子YY除外。,0
2：效能，,1
跑分遙遙領先幾乎所有上市機型。,0
軟體遊戲沒卡頓，,1
瀏覽WWW跟PC效果差不多，,0
字型清晰。,1
螢幕不知道是不是我的視力問題，,1
不靠近到10釐米基本上看不到顆粒，,0
之前不少黑子黑它的螢幕，,0
還一度在我買機之前有所顧慮，,0
看到真機效果才感嘆黑子的誤導力量之強大。,0
3：UI，,1
可以與IP4相提並論了，,0
劃屏絲毫不卡頓，,0
之前用的s2和試過的onex、剛上市的LT28I都有一丁點的卡頓（不是黑，確實都試玩過）。,0
聯絡人列表的向左撥動發短訊、向右撥動打電話等的人性化操作都很好的繼承了下來，,0
其它功能尚未嘗試（個人認為三星的這一點做的比水果好）。,0
4：電池續航，,1
比S2好的不是一點半點，,0
感覺有S2的1.5倍，,0
得益於CPU的更低功耗和2100毫安電池。,0
這方面也是我不選擇ONEX的一個重要因素。,0
5：軟體/遊戲的相容性，,0
測試中，,0
目前安裝的都能完美執行。,0
另：導航GPS搜星超快，,1
百度地圖秒定（GOOGLE那個除外，你懂的），,0
自帶耳機聽歌音質還可以，,1
感覺比S2好。,0
6：7月5號訂了一部新款全新港版三星i9300手機3900，,0
7號收到的貨，,0
當時由於快遞接通本人電話時，,0
本人在公司車間裡沒有接聽到電話而心裡很是著急，,0
於是立馬打電話給順豐問，,0
好在順豐的快遞人員沒走多遠，,0
我跑出公司去拿手機，,0
因為沒有證，,0
剛開始快遞人員不讓簽收，,0
這點足可以證明順豐的責任心，,0
我拿出廠牌跟電話，,0
快遞師傅才讓簽收。,0
關於用SONY lt22i之感受 提供優點缺點,0
一，優點,0
1.手機造型美觀，,1
手機造型個人認為不錯，,1
我不喜歡HTC的那種風格的工藝造型，,0
LG本人也最為認可P970的設計，,0
蘋果都是一個樣就提了，,0
sony這款拿在手裡，,0
感覺很優雅吧，,0
會覺得手機偏長，,0
但是造型算是很不錯的，,1
透明帶的確加分，,0
很美觀。,0
鋁合金的材質很加分。,1
2.充電快，,1
這款手機電池雖然容量並不是太高 1300MA，,2
但是充電很快的，,1
兩個小時大概就可以充滿，,0
而且在聽筒旁邊有個指示燈，,0
充電的過程，,0
會由橙變綠。,0
本人使用早上七點出門，,0
上班平常使用一天的,0
時間絕對沒有問題，,0
用點心省電這個軟體，,0
充滿電的情況下，,0
使用時間為23小時06分，,0
當然晚上還是要充電的。,0
3.SONY自帶的介面UI很美觀，,1
而且自帶多種主題選擇，,0
整個系統的使用非常順暢，,1
UI的設計很不錯，,1
也是我入手購買的很大一原因.,0
4.配置較主流，,1
內建16G的儲存容量，,0
可使用的也有12G左右，,0
無法擴充套件，,0
但是也夠用，,0
省去再買記憶體卡的花費。,0
二、缺點：,0
1.手機的工藝細節上有少許的不滿意的地方，,2
例如很多人提過的，,0
塑膠天線蓋子與後蓋的鋁合金拼合處有點點縫隙，,0
另外有人提到過透明帶可能會起泡，,0
